Transaction_ID,Date,Product,Category,Customer_Age,Region,Quantity,Unit_Price,Total_Sales
2103,03-10-2029,Smartphone,Accessories,65,West,1,1219,1219
2104,04-10-2029,Headphones,Accessories,23,South,1,1124,1124
2105,05-10-2029,Smartphone,Accessories,26,North,3,963,2889
2106,06-10-2029,Tablet,Electronics,52,East,1,1441,1441
2107,07-10-2029,Tablet,Electronics,25,West,3,369,1107
2108,08-10-2029,Headphones,Electronics,24,North,4,248,992
2109,09-10-2029,Smartwatch,Electronics,21,East,2,194,388
2110,10-10-2029,Headphones,Electronics,30,North,3,1132,3396
2111,11-10-2029,Smartphone,Electronics,36,East,2,192,384
2112,12-10-2029,Headphones,Accessories,24,East,4,1296,5184
2113,13-10-2029,Laptop,Electronics,27,North,1,1173,1173
2114,14-10-2029,Smartphone,Accessories,42,East,2,1099,2198
2115,15-10-2029,Smartphone,Electronics,61,West,2,575,1150
2116,16-10-2029,Smartwatch,Accessories,52,West,4,171,684
2117,17-10-2029,Tablet,Electronics,42,North,4,314,1256
2118,18-10-2029,Smartphone,Accessories,46,North,4,1080,4320
2119,19-10-2029,Tablet,Accessories,29,East,3,780,2340
2120,20-10-2029,Headphones,Electronics,68,East,3,1293,3879
2121,21-10-2029,Laptop,Electronics,64,North,2,445,890
2122,22-10-2029,Smartwatch,Accessories,57,South,4,962,3848
2123,23-10-2029,Tablet,Electronics,29,North,2,157,314
2124,24-10-2029,Smartphone,Electronics,69,South,1,908,908
2125,25-10-2029,Tablet,Electronics,23,South,4,685,2740
2126,26-10-2029,Smartphone,Accessories,27,North,3,982,2946
2127,27-10-2029,Tablet,Electronics,19,North,4,818,3272
2128,28-10-2029,Smartphone,Accessories,62,North,2,1082,2164
2129,29-10-2029,Headphones,Accessories,42,South,3,1440,4320
2130,30-10-2029,Smartphone,Electronics,24,West,1,1198,1198
2131,31-10-2029,Smartphone,Accessories,57,West,1,1235,1235
2132,01-11-2029,Laptop,Electronics,40,North,2,85,170
2133,02-11-2029,Smartphone,Electronics,65,North,4,1077,4308
2134,03-11-2029,Laptop,Accessories,28,East,1,462,462
2135,04-11-2029,Smartwatch,Accessories,53,East,2,1160,2320
2136,05-11-2029,Laptop,Accessories,66,East,3,532,1596
2137,06-11-2029,Headphones,Accessories,65,North,3,961,2883
2138,07-11-2029,Laptop,Accessories,68,West,2,652,1304
2139,08-11-2029,Smartwatch,Electronics,40,West,4,1131,4524
2140,09-11-2029,Headphones,Accessories,60,North,4,1213,4852
2141,10-11-2029,Tablet,Electronics,24,North,4,221,884
2142,11-11-2029,Tablet,Electronics,44,South,4,309,1236
2143,12-11-2029,Laptop,Accessories,30,South,2,74,148
2144,13-11-2029,Laptop,Accessories,68,West,2,247,494
2145,14-11-2029,Smartwatch,Accessories,34,East,3,628,1884
2146,15-11-2029,Smartwatch,Accessories,49,West,3,472,1416
2147,16-11-2029,Smartphone,Accessories,43,South,4,1191,4764
2148,17-11-2029,Smartwatch,Electronics,39,West,1,841,841
2149,18-11-2029,Smartphone,Electronics,30,South,1,55,55
2150,19-11-2029,Headphones,Electronics,29,South,3,1170,3510
2151,20-11-2029,Laptop,Accessories,24,East,3,121,363
2152,21-11-2029,Headphones,Accessories,18,East,2,978,1956
2153,22-11-2029,Smartwatch,Electronics,50,South,3,481,1443
2154,23-11-2029,Headphones,Accessories,69,North,3,1012,3036
2155,24-11-2029,Headphones,Accessories,31,East,4,429,1716
2156,25-11-2029,Headphones,Accessories,64,South,1,599,599
2157,26-11-2029,Smartwatch,Electronics,60,North,1,857,857
2158,27-11-2029,Headphones,Accessories,58,North,2,105,210
2159,28-11-2029,Smartphone,Electronics,34,West,1,664,664
2160,29-11-2029,Smartwatch,Accessories,21,West,4,1176,4704
2161,30-11-2029,Headphones,Accessories,69,East,4,265,1060
2162,01-12-2029,Smartwatch,Electronics,68,North,2,70,140
2163,02-12-2029,Tablet,Accessories,56,East,3,259,777
2164,03-12-2029,Smartphone,Accessories,18,South,3,340,1020
2165,04-12-2029,Headphones,Accessories,58,East,4,764,3056
2166,05-12-2029,Tablet,Electronics,62,North,2,884,1768
2167,06-12-2029,Tablet,Accessories,41,West,4,237,948
2168,07-12-2029,Smartwatch,Accessories,51,East,1,1224,1224
2169,08-12-2029,Tablet,Accessories,51,West,1,240,240
2170,09-12-2029,Smartphone,Accessories,41,East,4,456,1824
2171,10-12-2029,Smartphone,Accessories,32,South,3,263,789
2172,11-12-2029,Laptop,Electronics,34,North,1,603,603
2173,12-12-2029,Smartphone,Electronics,30,East,2,1009,2018
2174,13-12-2029,Tablet,Accessories,24,South,3,1267,3801
2175,14-12-2029,Smartphone,Accessories,26,South,1,1323,1323
2176,15-12-2029,Smartwatch,Electronics,61,South,4,642,2568
2177,16-12-2029,Laptop,Accessories,52,West,3,90,270
2178,17-12-2029,Tablet,Accessories,40,West,3,419,1257
2179,18-12-2029,Laptop,Accessories,64,South,1,69,69
2180,19-12-2029,Tablet,Accessories,56,South,2,1082,2164
2181,20-12-2029,Smartwatch,Accessories,40,East,1,874,874
2182,21-12-2029,Laptop,Accessories,43,East,1,1276,1276
2183,22-12-2029,Headphones,Accessories,18,North,1,67,67
2184,23-12-2029,Tablet,Accessories,31,East,1,797,797
2185,24-12-2029,Headphones,Electronics,49,North,1,368,368
2186,25-12-2029,Laptop,Electronics,68,North,4,910,3640
2187,26-12-2029,Headphones,Accessories,65,North,1,1017,1017
2188,27-12-2029,Headphones,Accessories,27,West,2,1355,2710
2189,28-12-2029,Laptop,Accessories,18,East,3,301,903
2190,29-12-2029,Smartwatch,Accessories,22,South,4,389,1556
2191,30-12-2029,Headphones,Electronics,20,North,2,800,1600
2192,31-12-2029,Headphones,Electronics,66,South,1,1017,1017
2193,01-01-2030,Smartwatch,Electronics,67,North,2,511,1022
2194,02-01-2030,Headphones,Electronics,44,East,3,680,2040
2195,03-01-2030,Headphones,Accessories,68,North,2,450,900
2196,04-01-2030,Headphones,Accessories,39,East,1,420,420
2197,05-01-2030,Smartphone,Accessories,35,South,3,331,993
2198,06-01-2030,Smartwatch,Electronics,33,East,1,439,439
2199,07-01-2030,Headphones,Accessories,19,South,1,386,386
2200,08-01-2030,Smartwatch,Accessories,64,East,4,1418,5672
2201,09-01-2030,Tablet,Electronics,30,North,3,322,966
2202,10-01-2030,Tablet,Electronics,62,North,3,1326,3978
2203,11-01-2030,Headphones,Electronics,33,East,1,1069,1069
2204,12-01-2030,Smartwatch,Electronics,25,South,2,689,1378
2205,13-01-2030,Smartwatch,Electronics,60,South,3,1447,4341
2206,14-01-2030,Smartwatch,Accessories,25,South,2,867,1734
2207,15-01-2030,Smartphone,Accessories,27,East,2,55,110
2208,16-01-2030,Tablet,Electronics,50,East,3,1487,4461
2209,17-01-2030,Smartwatch,Accessories,48,East,2,635,1270
2210,18-01-2030,Smartwatch,Accessories,29,East,3,1129,3387
2211,19-01-2030,Smartphone,Accessories,26,South,4,1471,5884
2212,20-01-2030,Smartphone,Accessories,54,South,3,871,2613
2213,21-01-2030,Smartwatch,Electronics,26,West,3,287,861
2214,22-01-2030,Laptop,Accessories,65,East,3,539,1617
2215,23-01-2030,Smartwatch,Accessories,35,West,4,1095,4380
2216,24-01-2030,Smartwatch,Accessories,47,East,2,490,980
2217,25-01-2030,Smartphone,Electronics,49,West,4,1114,4456
2218,26-01-2030,Smartphone,Accessories,57,South,2,907,1814
2219,27-01-2030,Smartwatch,Electronics,40,South,3,307,921
2220,28-01-2030,Smartwatch,Electronics,28,West,3,97,291
2221,29-01-2030,Smartwatch,Electronics,37,North,4,552,2208
2222,30-01-2030,Smartphone,Electronics,36,East,4,188,752
2223,31-01-2030,Smartwatch,Accessories,53,West,4,1275,5100
2224,01-02-2030,Smartwatch,Electronics,69,West,4,558,2232
2225,02-02-2030,Headphones,Electronics,43,North,3,703,2109
2226,03-02-2030,Laptop,Electronics,27,South,3,1359,4077
2227,04-02-2030,Tablet,Electronics,41,West,1,1306,1306
2228,05-02-2030,Laptop,Electronics,30,South,4,1389,5556
2229,06-02-2030,Headphones,Accessories,69,East,4,510,2040
2230,07-02-2030,Tablet,Electronics,63,North,2,719,1438
2231,08-02-2030,Smartwatch,Accessories,51,South,2,1394,2788
2232,09-02-2030,Headphones,Accessories,46,West,3,1248,3744
2233,10-02-2030,Smartwatch,Electronics,53,North,1,1112,1112
2234,11-02-2030,Smartphone,Accessories,24,North,4,482,1928
2235,12-02-2030,Headphones,Accessories,68,North,1,534,534
2236,13-02-2030,Smartphone,Accessories,47,North,1,1131,1131
2237,14-02-2030,Headphones,Electronics,34,North,3,545,1635
2238,15-02-2030,Headphones,Electronics,65,East,1,924,924
2239,16-02-2030,Smartphone,Electronics,30,East,4,650,2600
2240,17-02-2030,Tablet,Electronics,41,North,3,1207,3621
2241,18-02-2030,Laptop,Electronics,48,West,1,704,704
2242,19-02-2030,Smartwatch,Electronics,44,West,3,656,1968
2243,20-02-2030,Headphones,Electronics,67,East,3,205,615
2244,21-02-2030,Smartwatch,Accessories,38,South,2,250,500
2245,22-02-2030,Smartphone,Accessories,61,North,3,1071,3213
2246,23-02-2030,Smartwatch,Electronics,18,West,1,548,548
2247,24-02-2030,Smartphone,Accessories,32,East,2,1475,2950
2248,25-02-2030,Smartwatch,Electronics,20,East,4,537,2148
2249,26-02-2030,Laptop,Electronics,23,South,4,209,836
2250,27-02-2030,Laptop,Electronics,31,South,4,1284,5136
2251,28-02-2030,Laptop,Accessories,55,West,4,1143,4572
2252,01-03-2030,Laptop,Electronics,50,South,4,880,3520
2253,02-03-2030,Laptop,Electronics,69,South,1,1021,1021
2254,03-03-2030,Laptop,Electronics,55,North,3,1387,4161
2255,04-03-2030,Smartphone,Electronics,25,East,2,480,960
2256,05-03-2030,Headphones,Accessories,43,East,3,1455,4365
2257,06-03-2030,Smartwatch,Electronics,32,South,3,1240,3720
2258,07-03-2030,Laptop,Accessories,31,East,1,1464,1464
2259,08-03-2030,Smartphone,Accessories,65,East,1,1392,1392
2260,09-03-2030,Smartphone,Electronics,37,West,1,166,166
2261,10-03-2030,Smartphone,Electronics,65,East,2,746,1492
2262,11-03-2030,Headphones,Accessories,36,South,1,252,252
2263,12-03-2030,Smartwatch,Accessories,50,West,3,1235,3705
2264,13-03-2030,Headphones,Accessories,53,East,2,1011,2022
2265,14-03-2030,Tablet,Accessories,41,East,1,511,511
2266,15-03-2030,Smartphone,Electronics,27,West,1,993,993
2267,16-03-2030,Tablet,Accessories,69,West,1,749,749
2268,17-03-2030,Laptop,Accessories,67,East,3,250,750
2269,18-03-2030,Laptop,Accessories,51,North,1,1304,1304
2270,19-03-2030,Headphones,Accessories,53,North,3,565,1695
2271,20-03-2030,Smartwatch,Electronics,64,East,2,1279,2558
2272,21-03-2030,Tablet,Electronics,53,East,1,1404,1404
2273,22-03-2030,Smartwatch,Electronics,33,West,4,655,2620
2274,23-03-2030,Headphones,Accessories,32,West,4,793,3172
2275,24-03-2030,Laptop,Accessories,35,East,3,924,2772
2276,25-03-2030,Smartwatch,Electronics,24,East,1,396,396
2277,26-03-2030,Smartwatch,Electronics,64,East,1,398,398
2278,27-03-2030,Laptop,Accessories,39,East,4,1233,4932
2279,28-03-2030,Tablet,Electronics,49,North,2,1325,2650
2280,29-03-2030,Laptop,Accessories,60,West,2,1295,2590
2281,30-03-2030,Smartwatch,Accessories,36,South,3,907,2721
2282,31-03-2030,Tablet,Accessories,57,East,4,443,1772
2283,01-04-2030,Tablet,Accessories,18,East,3,1469,4407
2284,02-04-2030,Laptop,Accessories,52,East,3,1043,3129
2285,03-04-2030,Smartwatch,Accessories,22,South,2,1027,2054
2286,04-04-2030,Headphones,Electronics,67,West,4,216,864
2287,05-04-2030,Smartwatch,Electronics,29,West,3,1025,3075
2288,06-04-2030,Smartphone,Electronics,29,East,2,501,1002
2289,07-04-2030,Headphones,Accessories,38,East,2,1211,2422
2290,08-04-2030,Tablet,Electronics,36,West,1,909,909
2291,09-04-2030,Headphones,Accessories,26,South,4,259,1036
2292,10-04-2030,Tablet,Accessories,60,East,4,817,3268
2293,11-04-2030,Tablet,Accessories,66,South,1,263,263
2294,12-04-2030,Headphones,Accessories,65,South,3,1433,4299
2295,13-04-2030,Tablet,Electronics,53,West,2,1308,2616
2296,14-04-2030,Tablet,Electronics,59,East,2,1022,2044
2297,15-04-2030,Smartphone,Electronics,64,North,2,1470,2940
2298,16-04-2030,Smartwatch,Accessories,68,West,1,353,353
2299,17-04-2030,Smartwatch,Electronics,49,West,2,1182,2364
2300,18-04-2030,Smartphone,Electronics,52,North,3,906,2718
2301,19-04-2030,Headphones,Electronics,48,East,3,910,2730
2302,20-04-2030,Laptop,Accessories,49,South,1,857,857
2303,21-04-2030,Laptop,Electronics,54,South,3,1463,4389
2304,22-04-2030,Laptop,Accessories,49,South,4,169,676
2305,23-04-2030,Smartphone,Electronics,60,East,4,1283,5132
2306,24-04-2030,Smartphone,Accessories,54,West,2,476,952
2307,25-04-2030,Tablet,Electronics,56,West,2,994,1988
2308,26-04-2030,Laptop,Electronics,55,West,4,379,1516
2309,27-04-2030,Headphones,Electronics,47,West,3,1299,3897
2310,28-04-2030,Headphones,Accessories,49,West,1,684,684
2311,29-04-2030,Laptop,Electronics,62,North,2,1220,2440
2312,30-04-2030,Laptop,Electronics,19,South,2,1413,2826
2313,01-05-2030,Laptop,Accessories,68,South,4,613,2452
2314,02-05-2030,Smartphone,Accessories,28,East,4,229,916
2315,03-05-2030,Smartphone,Accessories,37,North,1,339,339
2316,04-05-2030,Smartphone,Accessories,54,West,2,236,472
2317,05-05-2030,Smartwatch,Electronics,26,West,3,535,1605
2318,06-05-2030,Headphones,Electronics,55,West,3,1410,4230
2319,07-05-2030,Headphones,Accessories,66,North,4,1181,4724
2320,08-05-2030,Tablet,Electronics,36,East,1,1199,1199
2321,09-05-2030,Smartphone,Accessories,57,North,4,822,3288
2322,10-05-2030,Smartwatch,Electronics,24,East,1,1107,1107
2323,11-05-2030,Smartwatch,Accessories,22,South,3,1349,4047
2324,12-05-2030,Headphones,Electronics,64,East,1,231,231
2325,13-05-2030,Smartphone,Accessories,59,South,3,1312,3936
2326,14-05-2030,Tablet,Accessories,41,East,1,1421,1421
2327,15-05-2030,Smartphone,Electronics,65,South,4,195,780
2328,16-05-2030,Laptop,Electronics,58,South,3,1117,3351
2329,17-05-2030,Smartphone,Electronics,24,West,2,548,1096
2330,18-05-2030,Laptop,Accessories,28,East,2,852,1704
2331,19-05-2030,Laptop,Electronics,26,West,3,1368,4104
2332,20-05-2030,Tablet,Accessories,66,South,2,580,1160
2333,21-05-2030,Headphones,Electronics,47,West,3,260,780
2334,22-05-2030,Smartphone,Electronics,58,North,4,942,3768
2335,23-05-2030,Laptop,Accessories,20,West,4,1475,5900
2336,24-05-2030,Smartphone,Accessories,39,East,1,1304,1304
2337,25-05-2030,Headphones,Electronics,57,West,2,1412,2824
2338,26-05-2030,Headphones,Accessories,68,North,2,54,108
2339,27-05-2030,Smartwatch,Accessories,37,West,2,360,720
2340,28-05-2030,Headphones,Electronics,49,South,3,211,633
2341,29-05-2030,Tablet,Accessories,65,South,4,265,1060
2342,30-05-2030,Laptop,Electronics,24,South,2,835,1670
2343,31-05-2030,Smartwatch,Electronics,24,East,1,885,885
2344,01-06-2030,Tablet,Accessories,37,West,2,1244,2488
2345,02-06-2030,Smartphone,Electronics,42,South,1,301,301
2346,03-06-2030,Laptop,Accessories,62,West,2,1111,2222
2347,04-06-2030,Headphones,Electronics,52,North,2,277,554
2348,05-06-2030,Laptop,Accessories,61,North,4,958,3832
2349,06-06-2030,Smartphone,Accessories,41,East,1,1351,1351
2350,07-06-2030,Smartwatch,Accessories,57,West,2,334,668
2351,08-06-2030,Smartwatch,Accessories,30,North,1,698,698
2352,09-06-2030,Smartwatch,Accessories,69,East,1,415,415
2353,10-06-2030,Headphones,Electronics,65,East,4,1141,4564
2354,11-06-2030,Tablet,Electronics,56,South,4,1177,4708
2355,12-06-2030,Tablet,Accessories,21,North,1,1474,1474
2356,13-06-2030,Laptop,Electronics,29,West,4,1319,5276
2357,14-06-2030,Headphones,Accessories,34,North,2,241,482
2358,15-06-2030,Smartwatch,Accessories,18,North,2,693,1386
2359,16-06-2030,Smartwatch,Electronics,34,West,4,1369,5476
2360,17-06-2030,Smartphone,Electronics,19,West,1,1217,1217
2361,18-06-2030,Smartphone,Accessories,23,South,2,956,1912
2362,19-06-2030,Smartwatch,Accessories,61,East,3,780,2340
2363,20-06-2030,Smartwatch,Accessories,28,West,1,75,75
2364,21-06-2030,Headphones,Accessories,60,West,1,1324,1324
2365,22-06-2030,Tablet,Accessories,35,North,3,761,2283
2366,23-06-2030,Smartphone,Accessories,57,West,3,664,1992
2367,24-06-2030,Tablet,Electronics,42,West,1,242,242
2368,25-06-2030,Headphones,Accessories,56,North,3,430,1290
2369,26-06-2030,Smartwatch,Accessories,45,North,4,1075,4300
2370,27-06-2030,Tablet,Electronics,63,North,4,1118,4472
2371,28-06-2030,Smartwatch,Accessories,33,South,1,988,988
2372,29-06-2030,Smartwatch,Accessories,29,East,4,52,208
2373,30-06-2030,Laptop,Electronics,58,West,2,979,1958
2374,01-07-2030,Tablet,Accessories,69,North,4,1208,4832
2375,02-07-2030,Tablet,Electronics,46,North,4,1364,5456
2376,03-07-2030,Smartwatch,Accessories,40,East,3,327,981
2377,04-07-2030,Headphones,Electronics,38,South,4,225,900
2378,05-07-2030,Laptop,Electronics,33,West,1,331,331
2379,06-07-2030,Smartwatch,Electronics,68,South,4,1193,4772
2380,07-07-2030,Smartphone,Accessories,65,South,4,1247,4988
2381,08-07-2030,Smartphone,Accessories,58,South,1,508,508
2382,09-07-2030,Laptop,Electronics,62,North,1,1000,1000
2383,10-07-2030,Headphones,Electronics,43,East,3,390,1170
2384,11-07-2030,Smartwatch,Accessories,54,East,2,746,1492
2385,12-07-2030,Tablet,Accessories,39,East,4,775,3100
2386,13-07-2030,Laptop,Accessories,68,South,2,170,340
2387,14-07-2030,Headphones,Accessories,27,West,3,624,1872
2388,15-07-2030,Tablet,Accessories,24,South,1,325,325
2389,16-07-2030,Smartphone,Electronics,26,East,1,1018,1018
2390,17-07-2030,Smartphone,Accessories,42,North,1,1036,1036
2391,18-07-2030,Tablet,Electronics,63,South,3,78,234
2392,19-07-2030,Laptop,Accessories,32,North,4,734,2936
2393,20-07-2030,Smartphone,Electronics,30,East,3,1317,3951
2394,21-07-2030,Smartwatch,Electronics,59,South,1,370,370
2395,22-07-2030,Tablet,Accessories,63,North,4,692,2768
2396,23-07-2030,Tablet,Electronics,43,South,1,401,401
2397,24-07-2030,Smartphone,Electronics,38,East,1,581,581
2398,25-07-2030,Laptop,Electronics,40,West,3,1154,3462
2399,26-07-2030,Smartwatch,Electronics,61,East,3,1366,4098
2400,27-07-2030,Laptop,Accessories,45,West,2,343,686
2401,28-07-2030,Headphones,Electronics,68,West,1,507,507
2402,29-07-2030,Headphones,Accessories,55,East,4,796,3184
2403,30-07-2030,Smartphone,Electronics,29,North,1,782,782
2404,31-07-2030,Smartphone,Accessories,41,South,4,1133,4532
2405,01-08-2030,Smartphone,Accessories,30,South,2,592,1184
2406,02-08-2030,Headphones,Accessories,57,South,1,429,429
2407,03-08-2030,Laptop,Electronics,65,West,4,373,1492
2408,04-08-2030,Laptop,Accessories,19,West,4,1135,4540
2409,05-08-2030,Smartphone,Accessories,56,East,2,994,1988
2410,06-08-2030,Smartwatch,Electronics,29,North,3,1219,3657
2411,07-08-2030,Laptop,Accessories,56,East,2,892,1784
2412,08-08-2030,Headphones,Electronics,68,East,4,411,1644
2413,09-08-2030,Tablet,Electronics,31,North,2,102,204
2414,10-08-2030,Tablet,Accessories,47,West,3,451,1353
2415,11-08-2030,Tablet,Electronics,58,East,1,730,730
2416,12-08-2030,Smartwatch,Electronics,67,East,2,1042,2084
2417,13-08-2030,Smartphone,Electronics,60,West,2,918,1836
2418,14-08-2030,Headphones,Accessories,65,South,1,756,756
2419,15-08-2030,Smartwatch,Electronics,36,North,2,1156,2312
2420,16-08-2030,Headphones,Electronics,48,North,3,428,1284
2421,17-08-2030,Headphones,Electronics,60,South,4,695,2780
2422,18-08-2030,Smartphone,Accessories,67,North,2,982,1964
2423,19-08-2030,Tablet,Electronics,60,South,1,130,130
2424,20-08-2030,Smartphone,Accessories,42,East,1,780,780
2425,21-08-2030,Smartwatch,Electronics,21,North,2,563,1126
2426,22-08-2030,Smartwatch,Accessories,67,North,1,1382,1382
2427,23-08-2030,Smartwatch,Accessories,68,East,4,970,3880
2428,24-08-2030,Smartphone,Accessories,30,West,4,812,3248
2429,25-08-2030,Headphones,Electronics,53,West,1,543,543
2430,26-08-2030,Headphones,Electronics,59,East,2,1309,2618
2431,27-08-2030,Laptop,Electronics,54,North,2,990,1980
2432,28-08-2030,Smartwatch,Accessories,20,North,1,1110,1110
2433,29-08-2030,Headphones,Electronics,33,North,4,790,3160
2434,30-08-2030,Laptop,Electronics,43,South,4,374,1496
2435,31-08-2030,Headphones,Accessories,57,West,2,1129,2258
2436,01-09-2030,Smartwatch,Electronics,56,North,4,1194,4776
2437,02-09-2030,Tablet,Electronics,36,West,3,363,1089
2438,03-09-2030,Smartwatch,Accessories,63,West,4,1284,5136
2439,04-09-2030,Smartphone,Accessories,32,North,2,152,304
2440,05-09-2030,Headphones,Electronics,49,East,4,488,1952
2441,06-09-2030,Headphones,Accessories,66,East,4,866,3464
2442,07-09-2030,Smartphone,Electronics,38,West,1,796,796
2443,08-09-2030,Smartphone,Electronics,18,South,3,87,261
2444,09-09-2030,Tablet,Electronics,23,West,1,862,862
2445,10-09-2030,Headphones,Electronics,44,West,4,1487,5948
2446,11-09-2030,Headphones,Electronics,40,East,4,1297,5188
2447,12-09-2030,Tablet,Accessories,64,North,1,1066,1066
2448,13-09-2030,Laptop,Accessories,48,North,3,1366,4098
2449,14-09-2030,Tablet,Electronics,29,South,2,204,408
2450,15-09-2030,Smartwatch,Accessories,38,East,1,1105,1105
2451,16-09-2030,Headphones,Accessories,69,East,4,1307,5228
2452,17-09-2030,Smartphone,Electronics,19,West,4,538,2152
2453,18-09-2030,Smartwatch,Accessories,22,East,2,1406,2812
2454,19-09-2030,Headphones,Accessories,26,West,4,1090,4360
2455,20-09-2030,Tablet,Electronics,37,South,4,1487,5948
2456,21-09-2030,Smartwatch,Electronics,63,East,2,289,578
2457,22-09-2030,Headphones,Electronics,35,East,4,1359,5436
2458,23-09-2030,Laptop,Electronics,39,West,4,395,1580
2459,24-09-2030,Laptop,Electronics,25,East,3,1448,4344
2460,25-09-2030,Smartphone,Electronics,51,North,1,65,65
2461,26-09-2030,Headphones,Electronics,26,South,3,636,1908
2462,27-09-2030,Laptop,Accessories,24,North,3,999,2997
2463,28-09-2030,Tablet,Electronics,47,West,4,309,1236
2464,29-09-2030,Headphones,Accessories,35,West,1,410,410
2465,30-09-2030,Tablet,Accessories,44,West,1,1472,1472
2466,01-10-2030,Tablet,Electronics,33,South,4,509,2036
2467,02-10-2030,Laptop,Accessories,38,East,3,980,2940
2468,03-10-2030,Headphones,Accessories,22,North,3,1158,3474
2469,04-10-2030,Smartwatch,Accessories,46,East,3,1136,3408
2470,05-10-2030,Laptop,Electronics,64,West,1,149,149
2471,06-10-2030,Laptop,Accessories,54,East,4,804,3216
2472,07-10-2030,Headphones,Accessories,60,South,1,344,344
2473,08-10-2030,Headphones,Electronics,39,West,3,1235,3705
2474,09-10-2030,Tablet,Accessories,31,East,1,978,978
2475,10-10-2030,Headphones,Accessories,36,North,1,1251,1251
2476,11-10-2030,Tablet,Accessories,52,West,4,377,1508
2477,12-10-2030,Laptop,Accessories,41,West,4,1401,5604
2478,13-10-2030,Smartphone,Accessories,59,South,1,813,813
2479,14-10-2030,Smartwatch,Electronics,23,South,2,1115,2230
2480,15-10-2030,Laptop,Accessories,20,North,4,291,1164
2481,16-10-2030,Headphones,Electronics,51,East,2,1415,2830
2482,17-10-2030,Smartwatch,Accessories,62,East,4,1164,4656
2483,18-10-2030,Smartphone,Electronics,67,West,3,1101,3303
2484,19-10-2030,Smartphone,Electronics,19,West,2,508,1016
2485,20-10-2030,Tablet,Electronics,32,East,3,716,2148
2486,21-10-2030,Smartwatch,Accessories,54,East,3,1458,4374
2487,22-10-2030,Tablet,Accessories,32,East,1,269,269
2488,23-10-2030,Laptop,Accessories,49,West,3,908,2724
2489,24-10-2030,Smartwatch,Accessories,38,South,3,313,939
2490,25-10-2030,Laptop,Accessories,34,South,3,170,510
2491,26-10-2030,Tablet,Electronics,51,North,3,1119,3357
2492,27-10-2030,Smartwatch,Electronics,49,East,1,1353,1353
2493,28-10-2030,Tablet,Electronics,67,East,1,1188,1188
2494,29-10-2030,Smartwatch,Accessories,64,East,3,1241,3723
2495,30-10-2030,Tablet,Accessories,69,North,2,484,968
2496,31-10-2030,Smartphone,Electronics,40,East,4,1319,5276
2497,01-11-2030,Tablet,Accessories,52,South,2,533,1066
2498,02-11-2030,Smartphone,Accessories,54,East,3,1448,4344
2499,03-11-2030,Tablet,Electronics,60,North,1,329,329
2500,04-11-2030,Smartwatch,Electronics,58,West,3,1095,3285
2501,05-11-2030,Smartwatch,Accessories,54,West,3,763,2289
2502,06-11-2030,Smartwatch,Accessories,50,South,1,117,117
2503,07-11-2030,Headphones,Electronics,42,South,2,792,1584
2504,08-11-2030,Laptop,Accessories,63,South,4,1131,4524
2505,09-11-2030,Smartwatch,Electronics,54,West,3,1337,4011
2506,10-11-2030,Smartphone,Electronics,57,East,1,1496,1496
2507,11-11-2030,Smartwatch,Electronics,38,North,4,1071,4284
2508,12-11-2030,Headphones,Accessories,63,North,4,340,1360
2509,13-11-2030,Smartphone,Electronics,65,East,4,218,872
2510,14-11-2030,Headphones,Electronics,55,West,1,605,605
2511,15-11-2030,Smartphone,Accessories,57,West,3,402,1206
2512,16-11-2030,Tablet,Electronics,51,North,1,1313,1313
2513,17-11-2030,Laptop,Accessories,36,South,3,332,996
2514,18-11-2030,Laptop,Accessories,44,South,2,1139,2278
2515,19-11-2030,Headphones,Accessories,26,North,4,1400,5600
2516,20-11-2030,Laptop,Electronics,22,North,3,505,1515
2517,21-11-2030,Headphones,Electronics,22,East,2,1008,2016
2518,22-11-2030,Headphones,Accessories,42,East,1,1054,1054
2519,23-11-2030,Headphones,Accessories,43,East,4,526,2104
2520,24-11-2030,Laptop,Accessories,36,East,3,334,1002
2521,25-11-2030,Headphones,Electronics,47,East,4,80,320
2522,26-11-2030,Laptop,Accessories,53,East,4,497,1988
2523,27-11-2030,Headphones,Accessories,65,South,4,263,1052
2524,28-11-2030,Smartwatch,Accessories,65,North,1,1098,1098
2525,29-11-2030,Headphones,Electronics,33,West,4,1446,5784
2526,30-11-2030,Smartphone,Accessories,24,East,3,446,1338
2527,01-12-2030,Headphones,Electronics,35,South,1,386,386
2528,02-12-2030,Tablet,Electronics,38,North,2,985,1970
2529,03-12-2030,Headphones,Accessories,48,North,3,1017,3051
2530,04-12-2030,Smartphone,Accessories,18,North,1,904,904
2531,05-12-2030,Smartphone,Accessories,20,East,3,952,2856
2532,06-12-2030,Laptop,Electronics,48,East,3,721,2163
2533,07-12-2030,Smartwatch,Electronics,42,West,2,1353,2706
2534,08-12-2030,Headphones,Electronics,25,East,1,818,818
2535,09-12-2030,Laptop,Accessories,18,North,4,672,2688
2536,10-12-2030,Smartwatch,Electronics,24,North,3,608,1824
2537,11-12-2030,Headphones,Accessories,24,South,3,597,1791
2538,12-12-2030,Tablet,Accessories,25,South,3,972,2916
2539,13-12-2030,Headphones,Accessories,36,West,3,1271,3813
2540,14-12-2030,Smartphone,Electronics,34,South,3,603,1809
2541,15-12-2030,Smartphone,Electronics,28,West,1,528,528
